interest,vacancy,cpi,price,value,adj_price,adj_value,next_quarter
3.92,7.5,244.243,240500.0,223056.31771816104,98467.50981604385,91325.57236774894,95691.451833951
3.93,7.5,245.183,239000.0,223832.358864794,97478.21015323249,91291.95697287087,95032.43234499604
3.9,7.5,245.183,239000.0,223832.358864794,97478.21015323249,91291.95697287087,94021.44902217694
3.89,7.5,245.183,240000.0,223832.358864794,97886.06877312048,91291.95697287087,96245.61233237897
3.86,7.5,245.183,239500.0,223832.358864794,97682.13946317649,91291.95697287087,97054.39899063425
3.82,7.5,245.183,240000.0,224850.5264423295,97886.06877312048,91707.2253958592,96314.8443332459
3.78,7.5,246.435,233900.0,224850.5264423295,94913.46602552397,91241.31168151012,96809.99172736627
3.78,7.5,246.435,237000.0,224850.5264423295,96171.40422423763,91241.31168151012,96648.57448396925
3.83,7.5,246.435,235474.0,224850.5264423295,95552.17400125794,91241.31168151012,99231.25037832165
3.83,7.5,246.435,240000.0,224850.5264423295,97388.76377137988,91241.31168151012,92866.93494892318
3.85,6.9,246.626,230000.0,225866.50036680533,93258.61831274885,91582.59890149672,94355.21803628646
3.91,6.9,246.626,233000.0,225866.50036680533,94475.03507334994,91582.59890149672,94475.0204025842
3.88,6.9,246.626,235000.0,225866.50036680533,95285.97958041732,91582.59890149672,92651.85351949603
3.94,6.9,246.626,236000.0,225866.50036680533,95691.451833951,91582.59890149672,94010.96059557647
3.94,6.9,247.284,235000.0,226947.8195399508,95032.43234499604,91776.1842820202,93088.89147246422
3.9,6.9,247.284,232500.0,226947.8195399508,94021.44902217694,91776.1842820202,95213.65945180986
3.95,6.9,247.284,238000.0,226947.8195399508,96245.61233237897,91776.1842820202,95193.61447087264
3.9,6.9,247.284,240000.0,228233.27536666387,97054.39899063425,92296.01404323122,96561.83763988444
3.94,6.9,247.805,238673.0,228233.27536666387,96314.8443332459,92101.96540290304,95159.487300716
3.93,6.9,247.805,239900.0,228233.27536666387,96809.99172736627,92101.96540290304,96161.16611440775
3.94,6.9,247.805,239500.0,228233.27536666387,96648.57448396925,92101.96540290304,96121.09896186009
3.99,6.9,247.805,245900.0,228233.27536666387,99231.25037832165,92101.96540290304,100167.88136917475
3.95,7.0,248.743,231000.0,229323.86050929737,92866.93494892318,92193.09106559677,95943.9687222662
3.99,7.0,248.743,234702.0,229323.86050929737,94355.21803628646,92193.09106559677,97742.9181358087
4.04,7.0,248.743,235000.0,229323.86050929737,94475.0204025842,92193.09106559677,97702.94148217441
4.15,7.0,248.743,230465.0,229323.86050929737,92651.85351949603,92193.09106559677,97942.80140398008
4.22,7.0,249.439,234500.0,230991.41345763663,94010.96059557647,92604.36958841105,97695.58057094095
4.32,7.0,249.439,232200.0,230991.41345763663,93088.89147246422,92604.36958841105,97695.58057094095
4.38,7.0,249.439,237500.0,230991.41345763663,95213.65945180986,92604.36958841105,98891.85298609533
4.4,7.0,249.439,237450.0,230991.41345763663,95193.61447087264,92604.36958841105,98891.85298609533
4.43,7.0,249.581,241000.0,232790.1298373849,96561.83763988444,93272.37643786383,101085.01908054503
4.46,7.0,249.581,237500.0,232790.1298373849,95159.487300716,93272.37643786383,99514.96905837097
4.44,7.0,249.581,240000.0,232790.1298373849,96161.16611440775,93272.37643786383,101147.66763035704
4.45,7.0,249.581,239900.0,232790.1298373849,96121.09896186009,93272.37643786383,101506.06487786619
4.44,7.0,249.581,250000.0,232790.1298373849,100167.88136917475,93272.37643786383,103138.76344985227
4.4,6.8,250.146,240000.0,234461.9195549617,95943.9687222662,93730.02948476558,99274.63861246285
4.42,6.8,250.146,244500.0,234461.9195549617,97742.9181358087,93730.02948476558,99473.5857840309
4.47,6.8,250.146,244400.0,234461.9195549617,97702.94148217441,93730.02948476558,99473.5857840309
4.58,6.8,250.146,245000.0,234461.9195549617,97942.80140398008,93730.02948476558,99473.5857840309
4.55,6.8,250.779,245000.0,236001.55369633224,97695.58057094095,94107.38287349907,99265.53829409451
4.55,6.8,250.779,245000.0,236001.55369633224,97695.58057094095,94107.38287349907,98113.59727347478
4.61,6.8,250.779,248000.0,236001.55369633224,98891.85298609533,94107.38287349907,99305.26039825381
4.66,6.8,250.779,248000.0,236001.55369633224,98891.85298609533,94107.38287349907,98510.81831506778
4.56,6.8,250.779,253500.0,237048.51285390285,101085.01908054503,94524.86566016407,99285.39934617416
4.54,6.8,251.118,249900.0,237048.51285390285,99514.96905837097,94397.26059219286,95147.85580342454
4.62,6.8,251.118,254000.0,237048.51285390285,101147.66763035704,94397.26059219286,97090.45785941112
4.57,6.8,251.118,254900.0,237048.51285390285,101506.06487786619,94397.26059219286,96769.33384607456
4.55,6.8,251.118,259000.0,237048.51285390285,103138.76344985227,94397.26059219286,98081.58135736345
4.52,7.1,251.323,249500.0,237662.43031509468,99274.63861246285,94564.53659835935,94517.9584120983
4.53,7.1,251.323,250000.0,237662.43031509468,99473.5857840309,94564.53659835935,94913.43104143762
4.52,7.1,251.323,250000.0,237662.43031509468,99473.5857840309,94564.53659835935,96890.79418813424
4.54,7.1,251.323,250000.0,237662.43031509468,99473.5857840309,94564.53659835935,96099.84892945559
4.6,7.1,251.749,249900.0,238283.82254094136,99265.53829409451,94651.34818447793,96969.40911987398
4.59,7.1,251.749,247000.0,238283.82254094136,98113.59727347478,94651.34818447793,95782.02860003879
4.53,7.1,251.749,250000.0,238283.82254094136,99305.26039825381,94651.34818447793,97958.89288640331
4.51,7.1,251.749,248000.0,238283.82254094136,98510.81831506778,94651.34818447793,98948.37665293264
4.52,7.1,251.749,249950.0,238848.30412240885,99285.39934617416,94875.57214622853,96970.5128865061
4.54,7.1,252.239,240000.0,238848.30412240885,95147.85580342454,94691.26666471436,98158.3917703751
4.6,7.1,252.239,244900.0,238848.30412240885,97090.45785941112,94691.26666471436,97802.0281052144
4.65,7.1,252.239,244090.0,238848.30412240885,96769.33384607456,94691.26666471436,98989.90698908339
4.72,7.1,252.239,247400.0,238848.30412240885,98081.58135736345,94691.26666471436,97041.23262169762
4.71,6.6,252.862,239000.0,239385.1048591637,94517.9584120983,94670.25684332312,95852.97263041153
4.9,6.6,252.862,240000.0,239385.1048591637,94913.43104143762,94670.25684332312,95595.51629896622
4.85,6.6,252.862,245000.0,239385.1048591637,96890.79418813424,94670.25684332312,95060.79930288748
4.86,6.6,252.862,243000.0,239385.1048591637,96099.84892945559,94670.25684332312,97437.31928545966
4.83,6.6,252.657,245000.0,240118.6607750941,96969.40911987398,95037.40675108708,92835.8385841547
4.94,6.6,252.657,242000.0,240118.6607750941,95782.02860003879,95037.40675108708,94811.0691923282
4.94,6.6,252.657,247500.0,240118.6607750941,97958.89288640331,95037.40675108708,96277.87544195785
4.81,6.6,252.657,250000.0,240983.4949838773,98948.37665293264,95379.70251521916,98761.53040867521
4.75,6.6,252.551,244900.0,240983.4949838773,96970.5128865061,95419.73501743303,96353.13226335475
4.63,6.6,252.551,247900.0,240983.4949838773,98158.3917703751,95419.73501743303,97532.96653596725
4.62,6.6,252.551,247000.0,240983.4949838773,97802.0281052144,95419.73501743303,97532.96653596725
4.55,6.6,252.551,250000.0,240983.4949838773,98989.90698908339,95419.73501743303,100285.9131720631
4.51,7.0,252.47,245000.0,241814.3947576175,97041.23262169762,95779.4568691795,97584.68116458891
4.45,7.0,252.47,242000.0,241814.3947576175,95852.97263041153,95779.4568691795,97976.5875146475
4.45,7.0,252.47,241350.0,241814.3947576175,95595.51629896622,95779.4568691795,99936.11926494044
4.45,7.0,252.47,240000.0,241814.3947576175,95060.79930288748,95779.4568691795,98760.40021476467
4.46,7.0,252.47,246000.0,242800.50999954384,97437.31928545966,96170.04396543899,101047.6843239009
4.41,7.0,253.135,235000.0,242800.50999954384,92835.8385841547,95917.3998062472,99872.71125036718
4.37,7.0,253.135,240000.0,242800.50999954384,94811.0691923282,95917.3998062472,101243.51316948987
4.35,7.0,253.135,243713.0,242800.50999954384,96277.87544195785,95917.3998062472,101830.99970625674
4.35,7.0,253.135,250000.0,243952.74670373093,98761.53040867521,96372.58644744146,104572.60354450211
4.41,7.0,254.273,245000.0,243952.74670373093,96353.13226335475,95941.27048633985,101816.64388845595
4.31,7.0,254.273,248000.0,243952.74670373093,97532.96653596725,95941.27048633985,103774.65627092627
4.28,7.0,254.273,248000.0,243952.74670373093,97532.96653596725,95941.27048633985,103774.65627092627
4.06,7.0,254.273,255000.0,243952.74670373093,100285.9131720631,95941.27048633985,105732.66865339655
4.08,6.8,255.163,249000.0,245112.69866031452,97584.68116458891,96061.2230849749,101602.1883548261
4.12,6.8,255.163,250000.0,245112.69866031452,97976.5875146475,96061.2230849749,103516.99882766706
4.17,6.8,255.163,255000.0,245112.69866031452,99936.11926494044,96061.2230849749,102383.74364986322
4.2,6.8,255.163,252000.0,245112.69866031452,98760.40021476467,96061.2230849749,103131.0138614016
4.14,6.8,255.325,258000.0,246222.83334095552,101047.6843239009,96435.06642160208,101101.1831570894
4.1,6.8,255.325,255000.0,246222.83334095552,99872.71125036718,96435.06642160208,102002.50606021572
4.07,6.8,255.325,258500.0,246222.83334095552,101243.51316948987,96435.06642160208,101491.53521561097
4.06,6.8,255.325,260000.0,246222.83334095552,101830.99970625674,96435.06642160208,103441.34374792626
3.99,6.8,255.325,267000.0,246903.64821117936,104572.60354450211,96701.71280179355,99378.01056914372
3.82,6.8,255.361,260000.0,246903.64821117936,101816.64388845595,96688.08009491635,100880.37225833606
3.82,6.8,255.361,265000.0,246903.64821117936,103774.65627092627,96688.08009491635,100547.16363466304
3.84,6.8,255.361,265000.0,246903.64821117936,103774.65627092627,96688.08009491635,101326.59901167595
3.73,6.8,255.361,270000.0,246903.64821117936,105732.66865339655,96688.08009491635,100884.16470725404
3.75,6.8,255.9,260000.0,247214.0132690049,101602.1883548261,96605.71053888429,100464.42937370046
3.81,6.8,255.9,264900.0,247214.0132690049,103516.99882766706,96605.71053888429,100727.1526009988
3.75,6.8,255.9,262000.0,247214.0132690049,102383.74364986322,96605.71053888429,100658.75128738268
3.75,6.8,256.179,264200.0,247587.1270504827,103131.0138614016,96646.14470760005,101941.27591768523
3.6,6.8,256.179,259000.0,247587.1270504827,101101.1831570894,96646.14470760005,99158.61095163468
3.6,6.8,256.179,261309.0,247587.1270504827,102002.50606021572,96646.14470760005,101633.90072462644
3.55,6.8,256.179,260000.0,247587.1270504827,101491.53521561097,96646.14470760005,102409.73202786785
3.58,6.8,256.179,264995.0,247587.1270504827,103441.34374792626,96646.14470760005,101446.97459566411
3.49,6.8,256.596,255000.0,248045.60200980768,99378.01056914372,96667.75865945208,102608.5811750038
3.56,6.8,256.596,258855.0,248045.60200980768,100880.37225833606,96667.75865945208,103770.18775434344
3.73,6.8,256.596,258000.0,248045.60200980768,100547.16363466304,96667.75865945208,102608.5811750038
3.64,6.8,256.596,260000.0,248045.60200980768,101326.59901167595,96667.75865945208,101475.94343634268
3.65,6.4,257.305,259580.0,248523.27343981407,100884.16470725404,96587.03617878162,98847.23328256313
3.57,6.4,257.305,258500.0,248523.27343981407,100464.42937370046,96587.03617878162,100470.84837754462
3.69,6.4,257.305,259176.0,248523.27343981407,100727.1526009988,96587.03617878162,97416.90569888898
3.75,6.4,257.305,259000.0,248523.27343981407,100658.75128738268,96587.03617878162,100509.50587980609
3.78,6.4,257.305,262300.0,249024.92070198152,101941.27591768523,96781.99829073726,98452.93756539398
3.69,6.4,257.788,255619.0,249024.92070198152,99158.61095163468,96600.66438390518,101964.42567189304
3.75,6.4,257.788,262000.0,249024.92070198152,101633.90072462644,96600.66438390518,100383.38732157818
3.66,6.4,257.788,264000.0,249024.92070198152,102409.73202786785,96600.66438390518,103858.19688270974
3.68,6.4,258.263,262000.0,249940.9611716492,101446.97459566411,96777.68831448919,101950.69044990606
3.73,6.4,258.263,265000.0,249940.9611716492,102608.5811750038,96777.68831448919,102823.77549241763
3.73,6.4,258.263,268000.0,249940.9611716492,103770.18775434344,96777.68831448919,104545.54257935815
3.74,6.4,258.263,265000.0,249940.9611716492,102608.5811750038,96777.68831448919,106521.02337652275
3.72,6.6,258.682,262500.0,251097.16306695904,101475.94343634268,97067.89149108133,106589.76781962875
3.64,6.6,258.682,255700.0,251097.16306695904,98847.23328256313,97067.89149108133,105820.51902816934
3.65,6.6,258.682,259900.0,251097.16306695904,100470.84837754462,97067.89149108133,105390.98924613617
3.6,6.6,258.682,252000.0,251097.16306695904,97416.90569888898,97067.89149108133,105039.55578810905
3.51,6.6,258.682,260000.0,252548.0339730164,100509.50587980609,97628.76194440138,105390.98924613617
3.45,6.6,259.007,255000.0,252548.0339730164,98452.93756539398,97506.2581216015,101780.07689182009
3.47,6.6,259.007,264095.0,252548.0339730164,101964.42567189304,97506.2581216015,103147.56352952209
3.49,6.6,259.007,260000.0,252548.0339730164,100383.38732157818,97506.2581216015,103538.27399743695
3.45,6.6,259.007,269000.0,252548.0339730164,103858.19688270974,97506.2581216015,107406.30762979401
3.29,6.6,258.165,263201.0,254548.87954177483,101950.69044990606,98599.29872049845,103803.4033520335
3.36,6.6,258.165,265455.0,254548.87954177483,102823.77549241763,98599.29872049845,104542.07925603673
3.65,6.6,258.165,269900.0,254548.87954177483,104545.54257935815,98599.29872049845,106913.61768467871
3.5,6.6,258.165,275000.0,254548.87954177483,106521.02337652275,98599.29872049845,108468.7248510013
3.33,5.7,256.094,272970.0,256082.15431655568,106589.76781962875,99995.3744783383,110233.11402745385
3.33,5.7,256.094,271000.0,256082.15431655568,105820.51902816934,99995.3744783383,107912.41689003377
3.31,5.7,256.094,269900.0,256082.15431655568,105390.98924613617,99995.3744783383,110233.11402745385
3.33,5.7,256.094,269000.0,256082.15431655568,105039.55578810905,99995.3744783383,110194.43574183017
3.23,5.7,256.094,269900.0,256484.02654397424,105390.98924613617,100152.29819674582,112167.02830863724
3.26,5.7,255.944,260500.0,256484.02654397424,101780.07689182009,100210.99402368262,109022.26673857772
3.28,5.7,255.944,264000.0,256484.02654397424,103147.56352952209,100210.99402368262,110139.45604437937
3.24,5.7,255.944,265000.0,256484.02654397424,103538.27399743695,100210.99402368262,110948.45519685646
3.15,5.7,255.944,274900.0,256484.02654397424,107406.30762979401,100210.99402368262,111911.54942599585
3.18,5.7,257.217,267000.0,257556.85714575683,103803.4033520335,100132.1285707231,110688.34313386372
3.21,5.7,257.217,268900.0,257556.85714575683,104542.07925603673,100132.1285707231,111418.5787309274
3.13,5.7,257.217,275000.0,257556.85714575683,106913.61768467871,100132.1285707231,112335.60090702947
3.13,5.7,257.217,279000.0,257556.85714575683,108468.7248510013,100132.1285707231,111457.01218340444
3.07,6.4,258.543,285000.0,259542.82139580583,110233.11402745385,100386.71377519633,112347.8982300885
3.03,6.4,258.543,279000.0,259542.82139580583,107912.41689003377,100386.71377519633,110619.46902654867
2.98,6.4,258.543,285000.0,259542.82139580583,110233.11402745385,100386.71377519633,112731.99360865292
3.01,6.4,258.543,284900.0,259542.82139580583,110194.43574183017,100386.71377519633,112539.94591937072
2.99,6.4,258.543,290000.0,261806.2793348352,112167.02830863724,101262.1805018257,114844.51819075714
2.88,6.4,259.58,283000.0,261806.2793348352,109022.26673857772,100857.64671193283,111230.012158591
2.96,6.4,259.58,285900.0,261806.2793348352,110139.45604437937,100857.64671193283,113147.77098891152
2.99,6.4,259.58,288000.0,261806.2793348352,110948.45519685646,100857.64671193283,113914.87452103972
2.91,6.4,259.58,290500.0,261806.2793348352,111911.54942599585,100857.64671193283,112783.10470859903
2.93,6.4,260.19,288000.0,264354.3949518218,110688.34313386372,101600.52075476454,111636.15788105396
2.86,6.4,260.19,289900.0,264354.3949518218,111418.5787309274,101600.52075476454,112783.10470859903
2.87,6.4,260.19,292286.0,264354.3949518218,112335.60090702947,101600.52075476454,112783.10470859903
2.9,6.4,260.19,290000.0,264354.3949518218,111457.01218340444,101600.52075476454,110871.52666269058
2.88,6.5,260.352,292500.0,267300.7676517395,112347.8982300885,102668.98954175097,109267.73455377575
2.87,6.5,260.352,288000.0,267300.7676517395,110619.46902654867,102668.98954175097,110602.59344012204
2.81,6.5,260.352,293500.0,267300.7676517395,112731.99360865292,102668.98954175097,108695.65217391305
2.8,6.5,260.352,293000.0,267300.7676517395,112539.94591937072,102668.98954175097,110221.20518688025
2.81,6.5,260.352,299000.0,267300.7676517395,114844.51819075714,102668.98954175097,108222.64245517303
2.78,6.5,260.721,290000.0,270261.0253627598,111230.012158591,103659.0935761829,110083.31244826198
2.84,6.5,260.721,295000.0,270261.0253627598,113147.77098891152,103659.0935761829,113918.5710054453
2.72,6.5,260.721,297000.0,270261.0253627598,113914.87452103972,103659.0935761829,113918.5710054453
2.71,6.5,261.564,295000.0,273018.0735227365,112783.10470859903,104379.07109645687,113195.58688138612
2.71,6.5,261.564,292000.0,273018.0735227365,111636.15788105396,104379.07109645687,113195.58688138612
2.67,6.5,261.564,295000.0,273018.0735227365,112783.10470859903,104379.07109645687,115082.1799960759
2.66,6.5,261.564,295000.0,273018.0735227365,112783.10470859903,104379.07109645687,116214.13586488974
2.67,6.5,261.564,290000.0,276717.47323882766,110871.52666269058,105793.40935252084,119971.73139577171
2.65,6.8,262.2,286500.0,276717.47323882766,109267.73455377575,105536.79376004107,116223.70438688247
2.79,6.8,262.2,290000.0,276717.47323882766,110602.59344012204,105536.79376004107,118098.28026409025
2.77,6.8,262.2,285000.0,276717.47323882766,108695.65217391305,105536.79376004107,118098.28026409025
2.73,6.8,262.2,289000.0,276717.47323882766,110221.20518688025,105536.79376004107,119972.85614129805
2.73,6.8,263.346,285000.0,280537.96893513924,108222.64245517303,106528.2817795369,118019.79903126966
2.73,6.8,263.346,289900.0,280537.96893513924,110083.31244826198,106528.2817795369,119881.31005699947
2.81,6.8,263.346,300000.0,280537.96893513924,113918.5710054453,106528.2817795369,120998.21667243737
2.97,6.8,263.346,300000.0,280537.96893513924,113918.5710054453,106528.2817795369,120998.21667243737
3.02,6.8,265.028,300000.0,284857.48387976986,113195.58688138612,107482.0335510851,119946.11651381226
3.05,6.8,265.028,300000.0,284857.48387976986,113195.58688138612,107482.0335510851,119946.11651381226
3.09,6.8,265.028,305000.0,284857.48387976986,115082.1799960759,107482.0335510851,121791.44138325553
3.17,6.8,265.028,308000.0,284857.48387976986,116214.13586488974,107482.0335510851,121745.30826151944
3.18,6.2,266.727,319997.0,289760.8774656654,119971.73139577171,108635.75021113927,123078.50571672102
3.13,6.2,266.727,310000.0,289760.8774656654,116223.70438688247,108635.75021113927,121241.51309408339
3.04,6.2,266.727,315000.0,289760.8774656654,118098.28026409025,108635.75021113927,121608.91161861093
2.97,6.2,266.727,315000.0,289760.8774656654,118098.28026409025,108635.75021113927,121241.51309408339
2.98,6.2,266.727,320000.0,296300.0584156483,119972.85614129805,111087.38838424618,121608.91161861093
2.96,6.2,268.599,317000.0,296300.0584156483,118019.79903126966,110313.16513302295,119922.95636635274
2.94,6.2,268.599,322000.0,296300.0584156483,119881.31005699947,110313.16513302295,120838.03260439706
3.0,6.2,268.599,325000.0,296300.0584156483,120998.21667243737,110313.16513302295,120838.39878136307
2.95,6.2,268.599,325000.0,296300.0584156483,120998.21667243737,110313.16513302295,120106.04484935479
2.99,6.2,270.955,325000.0,302674.29453889537,119946.11651381226,111706.48061076393,120343.96493249797
2.96,6.2,270.955,325000.0,302674.29453889537,119946.11651381226,111706.48061076393,120343.96493249797
2.93,6.2,270.955,330000.0,302674.29453889537,121791.44138325553,111706.48061076393,120343.96493249797
3.02,6.2,270.955,329875.0,302674.29453889537,121745.30826151944,111706.48061076393,118520.57152442983
2.98,5.8,272.184,335000.0,307751.78037229244,123078.50571672102,113067.55002949931,120343.96493249797
2.9,5.8,272.184,330000.0,307751.78037229244,121241.51309408339,113067.55002949931,117827.83180881449
2.88,5.8,272.184,331000.0,307751.78037229244,121608.91161861093,113067.55002949931,119310.17028815215
2.78,5.8,272.184,330000.0,307751.78037229244,121241.51309408339,113067.55002949931,119310.17028815215
2.8,5.8,272.184,331000.0,307751.78037229244,121608.91161861093,113067.55002949931,120214.03521457755
2.77,5.8,273.092,327500.0,311887.86389911553,119922.95636635274,114206.15173608731,117584.12201461992
2.87,5.8,273.092,329999.0,311887.86389911553,120838.03260439706,114206.15173608731,120276.8881676265
2.86,5.8,273.092,330000.0,311887.86389911553,120838.39878136307,114206.15173608731,120659.98871936201
2.87,5.8,273.092,328000.0,311887.86389911553,120106.04484935479,114206.15173608731,118975.03266387268
2.87,5.8,274.214,330000.0,315278.34010161745,120343.96493249797,114975.28940959157,119946.02428906992
2.88,5.8,274.214,330000.0,315278.34010161745,120343.96493249797,114975.28940959157,118339.60432091274
2.86,5.8,274.214,330000.0,315278.34010161745,120343.96493249797,114975.28940959157,117804.13099819368
2.88,5.8,274.214,325000.0,315278.34010161745,118520.57152442983,114975.28940959157,116694.39192999755
3.01,5.8,274.214,330000.0,318648.55731884827,120343.96493249797,116204.33578112288,117049.08613039268
2.99,5.6,276.59,325900.0,318648.55731884827,117827.83180881449,115206.10192662364,115275.61512841703
3.05,5.6,276.59,330000.0,318648.55731884827,119310.17028815215,115206.10192662364,115275.61512841703
3.09,5.6,276.59,330000.0,318648.55731884827,119310.17028815215,115206.10192662364,116474.65356708024
3.14,5.6,276.59,332500.0,318648.55731884827,120214.03521457755,115206.10192662364,115067.10488349014
3.09,5.6,278.524,327500.0,322227.2760096188,117584.12201461992,115691.0269885607,120345.41244695299
3.1,5.6,278.524,335000.0,322227.2760096188,120276.8881676265,115691.0269885607,121401.07395964558
3.11,5.6,280.126,338000.0,327377.25088747,120659.98871936201,116867.85621023041,121651.1184951409
3.1,5.6,280.126,333280.0,327377.25088747,118975.03266387268,116867.85621023041,121651.1184951409
3.12,5.6,280.126,336000.0,327377.25088747,119946.02428906992,116867.85621023041,121651.1184951409
3.05,5.6,280.126,331500.0,327377.25088747,118339.60432091274,116867.85621023041,123388.99161650006
3.11,5.6,280.126,330000.0,332206.7901401756,117804.13099819368,118591.915830796,125126.8647378592
3.22,5.8,281.933,329000.0,332206.7901401756,116694.39192999755,117831.82179460213,126445.024128482
3.45,5.8,281.933,330000.0,332206.7901401756,117049.08613039268,117831.82179460213,127830.7230230407
3.56,5.8,281.933,325000.0,332206.7901401756,115275.61512841703,117831.82179460213,126445.024128482
3.55,5.8,281.933,325000.0,332206.7901401756,115275.61512841703,117831.82179460213,128177.14774668039
3.55,5.8,284.182,331000.0,338002.7476856817,116474.65356708024,118938.83063870393,126906.6880750942
3.69,5.8,284.182,327000.0,338002.7476856817,115067.10488349014,118938.83063870393,126940.99645251379
3.92,5.8,284.182,342000.0,338002.7476856817,120345.41244695299,118938.83063870393,126940.99645251379
3.89,5.8,284.182,345000.0,338002.7476856817,121401.07395964558,118938.83063870393,128656.41532349371
3.76,5.8,287.708,350000.0,344042.4331112295,121651.1184951409,119580.41942220218,126977.46234694985
3.85,5.8,287.708,350000.0,344042.4331112295,121651.1184951409,119580.41942220218,125284.42951565719
4.16,5.8,287.708,350000.0,344042.4331112295,121651.1184951409,119580.41942220218,126977.46234694985
4.42,5.8,287.708,355000.0,344042.4331112295,123388.99161650006,119580.41942220218,125284.42951565719
4.67,5.8,287.708,360000.0,350515.8417890226,125126.8647378592,121830.41201114413,125284.42951565719
4.72,5.6,288.663,365000.0,350515.8417890226,126445.024128482,121427.3536230908,122768.57530878413
